,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Region,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
96720,32586324,02/02/2016 10:46:31 AM,02/02/2016 12:06:54 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11206,,,,,,,,BROOKLYN,,Closed,02/16/2016 10:46:31 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/02/2016 12:06:54 PM,01 BROOKLYN,BROOKLYN,,,Gilbert Ramirez Park,BROOKLYN,,BROOKLYN,NY,11206,N,,,,,,,,,,,,,,
101286,32580460,02/01/2016 01:58:04 PM,02/02/2016 09:58:14 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10026,,,,,,,,NEW YORK,,Closed,02/15/2016 01:58:04 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/02/2016 09:58:14 AM,09 MANHATTAN,MANHATTAN,,,Morningside Park,MANHATTAN,,NEW YORK,NY,10026,N,,,,,,,,,,,,,,
81319,32604689,02/04/2016 07:08:11 PM,02/05/2016 12:35:08 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Recreation Center,10037,35 WEST 134 STREET,WEST 134 STREET,LENOX TERRACE PLACE,DEAD END,,,,NEW YORK,,Closed,02/18/2016 07:08:11 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/05/2016 12:35:08 PM,10 MANHATTAN,MANHATTAN,1001000.0,235353.0,Recreation Center - Hansborough,MANHATTAN,,NEW YORK,NY,10037,N,,,,,,,,,,,,40.812649511838494,-73.93948967793926,"(40.812649511838494, -73.93948967793926)"
93045,32591196,02/02/2016 09:13:28 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Broken Glass,Park,11222,,,,,,,,BROOKLYN,,Assigned,02/05/2016 09:13:28 PM,An inspection is currently in progress to determine whether the reported condition requires further action.,02/04/2016 04:45:15 PM,01 BROOKLYN,BROOKLYN,,,Monsignor Mcgolrick Park,BROOKLYN,,BROOKLYN,NY,11222,N,,,,,,,,,,,,,,
90784,32590155,02/03/2016 10:36:16 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10021,,,,,,,,NEW YORK,,Assigned,02/17/2016 10:36:16 AM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,,NEW YORK,NY,10021,N,,,,,,,,,,,,,,
17014,32678914,02/14/2016 11:27:22 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11375,,,,,,,,FOREST HILLS,,Assigned,02/28/2016 11:27:22 PM,An inspection is currently in progress to determine whether the reported condition requires further action.,02/16/2016 04:22:19 PM,Unspecified QUEENS,QUEENS,,,Flushing Meadows Corona Park,QUEENS,,FOREST HILLS,NY,11375,,,,,,,,,,,,,,,
82682,32600103,02/04/2016 03:08:58 PM,02/04/2016 03:51:13 PM,DPR,Department of Parks and Recreation,Animal in a Park,Animal Waste,Beach,11694,,,,,,,,ROCKAWAY PARK,,Closed,02/18/2016 03:08:58 PM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/04/2016 03:51:13 PM,14 QUEENS,QUEENS,,,Rockaway Beach Boardwalk,QUEENS,,ROCKAWAY PARK,NY,11694,N,,,,,,,,,,,,,,
82674,32603346,02/04/2016 03:09:19 PM,02/04/2016 03:44:31 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10032,,,,,,,,NEW YORK,,Closed,02/18/2016 03:09:19 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/04/2016 03:44:31 PM,12 MANHATTAN,MANHATTAN,,,Fort Washington Park,MANHATTAN,,NEW YORK,NY,10032,,,,,,,,,,,,,,,
7691,32698031,02/16/2016 08:20:01 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Park,10023,,,,,,,,NEW YORK,,Open,02/23/2016 08:20:01 AM,The Department of Parks and Recreation usually requires 7 days to respond to this type of complaint. Please note your Service Request number for future reference.,,07 MANHATTAN,MANHATTAN,,,Riverside Park - Skate Park,MANHATTAN,,NEW YORK,NY,10023,N,,,,,,,,,,,,,,
92852,32588826,02/02/2016 10:16:41 PM,02/05/2016 12:12:29 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Pool,11434,,,,,,,,JAMAICA,,Closed,02/16/2016 10:16:41 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/05/2016 12:12:29 PM,12 QUEENS,QUEENS,,,Pool - Roy Wilkins,QUEENS,,JAMAICA,NY,11434,N,,,,,,,,,,,,,,
7685,32699381,02/16/2016 08:21:30 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Park,10463,,,,,,,,BRONX,,Open,02/23/2016 08:21:30 AM,The Department of Parks and Recreation usually requires 7 days to respond to this type of complaint. Please note your Service Request number for future reference.,,08 BRONX,BRONX,,,Spuyten Duyvil Shorefront Park and Half Moon Overlook,BRONX,,BRONX,NY,10463,N,,,,,,,,,,,,,,
82472,32602150,02/04/2016 03:31:51 PM,02/12/2016 11:35:47 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11414,,,,,,,,HOWARD BEACH,,Closed,02/18/2016 03:31:51 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/12/2016 11:35:47 AM,10 QUEENS,QUEENS,,,Walter Ward Playground - PS 207,QUEENS,,HOWARD BEACH,NY,11414,N,,,,,,,,,,,,,,
7586,32695480,02/16/2016 08:36:26 AM,02/16/2016 08:42:33 AM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,10459,,,,,,,,BRONX,,Closed,03/01/2016 08:36:26 AM,The injured person has been transported to a hospital.,02/16/2016 08:42:33 AM,02 BRONX,BRONX,,,Rainey Park - Bronx,BRONX,,BRONX,NY,10459,,,,,,,,,,,,,,,
12567,32687126,02/15/2016 01:20:05 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Park,10030,,,,,,,,NEW YORK,,Open,02/18/2016 01:20:05 PM,The Department of Parks and Recreation usually requires 3 days to respond to this type of complaint. Please note your Service Request number for future reference.,,10 MANHATTAN,MANHATTAN,,,Renaissance Playground,MANHATTAN,,NEW YORK,NY,10030,,,,,,,,,,,,,,,
12577,32691811,02/15/2016 01:18:47 PM,02/16/2016 01:22:55 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11222,,,,,,,,BROOKLYN,,Closed,02/18/2016 01:18:47 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/16/2016 01:22:55 PM,01 BROOKLYN,BROOKLYN,,,Newtown Barge Terminal Playground,BROOKLYN,,BROOKLYN,NY,11222,N,,,,,,,,,,,,,,
82741,32602031,02/04/2016 03:00:55 PM,02/04/2016 03:23:55 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,11375,,,,,,,,FOREST HILLS,,Closed,02/18/2016 03:00:55 PM,The injured person has been transported to a hospital.,02/04/2016 03:23:55 PM,Unspecified QUEENS,QUEENS,,,Flushing Meadows Corona Park,QUEENS,,FOREST HILLS,NY,11375,,,,,,,,,,,,,,,
85662,32600985,02/04/2016 08:45:18 AM,02/04/2016 11:34:21 AM,DPR,Department of Parks and Recreation,Animal in a Park,Animal Waste,Park,10016,,,,,,,,NEW YORK,,Closed,02/18/2016 08:45:18 AM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/04/2016 11:34:21 AM,06 MANHATTAN,MANHATTAN,,,Albano Playground,MANHATTAN,,NEW YORK,NY,10016,N,,,,,,,,,,,,,,
100010,32582064,02/01/2016 05:00:53 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Recreation Center,10022,348 EAST 54 STREET,EAST 54 STREET,1 AVENUE,2 AVENUE,,,,NEW YORK,,Assigned,02/15/2016 05:00:53 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,06 MANHATTAN,MANHATTAN,993798.0,215031.0,Recreation Center - Fifty-Four,MANHATTAN,,NEW YORK,NY,10022,N,,,,,,,,,,,,40.7568817638864,-73.9655361902239,"(40.7568817638864, -73.96553619022389)"
82349,32601703,02/04/2016 03:45:33 PM,02/05/2016 12:13:37 PM,DPR,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,10009,,,,,,,,NEW YORK,,Closed,02/11/2016 03:45:33 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/05/2016 12:13:37 PM,03 MANHATTAN,MANHATTAN,,,Tompkins Square Park,MANHATTAN,,NEW YORK,NY,10009,N,,,,,,,,,,,,,,
7437,32698218,02/16/2016 08:56:06 AM,02/16/2016 09:15:22 AM,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11101,,,,,,,,LONG ISLAND CITY,,Closed,03/01/2016 08:56:06 AM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/16/2016 09:15:22 AM,02 QUEENS,QUEENS,,,Hunter's Point Park,QUEENS,,LONG ISLAND CITY,NY,11101,N,,,,,,,,,,,,,,
81995,32600499,02/04/2016 04:42:52 PM,02/04/2016 04:45:22 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11354,,,,,,,,FLUSHING,,Closed,02/18/2016 04:42:52 PM,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,02/04/2016 04:45:22 PM,07 QUEENS,QUEENS,,,Bowne Park,QUEENS,,FLUSHING,NY,11354,N,,,,,,,,,,,,,,
110612,32569767,01/30/2016 12:48:32 PM,02/01/2016 02:22:28 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10021,,,,,,,,NEW YORK,,Closed,02/13/2016 12:48:32 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/01/2016 02:22:28 PM,Unspecified MANHATTAN,MANHATTAN,,,Central Park - East 72nd Street Playground,MANHATTAN,,NEW YORK,NY,10021,N,,,,,,,,,,,,,,
100385,32580447,02/01/2016 04:02:09 PM,02/01/2016 04:30:01 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,10011,,,,,,,,NEW YORK,,Closed,02/15/2016 04:02:09 PM,The injured person has been transported to a hospital.,02/01/2016 04:30:01 PM,02 MANHATTAN,MANHATTAN,,,Washington Square Park,MANHATTAN,,NEW YORK,NY,10011,,,,,,,,,,,,,,,
110608,32564988,01/30/2016 12:50:22 PM,02/01/2016 04:15:40 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Park,11377,,,,,,,,WOODSIDE,,Closed,02/06/2016 12:50:22 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/01/2016 04:15:40 PM,02 QUEENS,QUEENS,,,Doughboy Plaza,QUEENS,,WOODSIDE,NY,11377,N,,,,,,,,,,,,,,
7555,32695469,02/16/2016 08:39:50 AM,02/16/2016 08:56:32 AM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,10035,,,,,,,,NEW YORK,,Closed,03/01/2016 08:39:50 AM,The injured person has refused medical attention.,02/16/2016 08:56:32 AM,11 MANHATTAN,MANHATTAN,,,Randalls Island Park,MANHATTAN,,NEW YORK,NY,10035,,,,,,,,,,,,,,,
96640,32590289,02/02/2016 10:57:12 AM,02/02/2016 03:19:53 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Beach,11235,,,W. 37TH STREET,CORBIN PLACE,,,,BROOKLYN,,Closed,02/05/2016 10:57:12 AM,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,02/02/2016 03:19:54 PM,Unspecified BROOKLYN,BROOKLYN,,,Beach - Coney Island,BROOKLYN,,BROOKLYN,NY,11235,N,,,,,,,,,,,,,,
102871,32576080,02/01/2016 10:40:30 AM,02/03/2016 11:27:53 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Park,11201,,,,,,,,BROOKLYN,,Closed,02/08/2016 10:40:30 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/03/2016 11:27:53 AM,02 BROOKLYN,BROOKLYN,,,Pierrepont Playground,BROOKLYN,,BROOKLYN,NY,11201,N,,,,,,,,,,,,,,
86721,32593376,02/03/2016 11:01:53 PM,02/05/2016 03:31:31 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Park,11228,,,,,,,,BROOKLYN,,Closed,02/06/2016 11:01:53 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/05/2016 03:31:31 PM,10 BROOKLYN,BROOKLYN,,,Mckinley Park,BROOKLYN,,BROOKLYN,NY,11228,N,,,,,,,,,,,,,,
102552,32577960,02/01/2016 11:22:01 AM,02/02/2016 02:24:27 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Park,11205,,,,,,,,BROOKLYN,,Closed,02/08/2016 11:22:01 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/02/2016 02:24:27 PM,02 BROOKLYN,BROOKLYN,,,Underwood Park,BROOKLYN,,BROOKLYN,NY,11205,N,,,,,,,,,,,,,,
76469,32611447,02/05/2016 03:31:36 PM,02/10/2016 10:38:01 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,10026,,,,,,,,NEW YORK,,Closed,02/08/2016 03:31:36 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/10/2016 10:38:01 AM,09 MANHATTAN,MANHATTAN,,,Morningside Park,MANHATTAN,,NEW YORK,NY,10026,N,,,,,,,,,,,,,,
102781,32576586,02/01/2016 10:52:52 AM,02/01/2016 11:05:32 AM,DPR,Department of Parks and Recreation,Animal in a Park,Removing Wildlife,Park,10026,,,,,,,,NEW YORK,,Closed,02/11/2016 10:52:52 AM,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,02/01/2016 11:05:32 AM,09 MANHATTAN,MANHATTAN,,,Morningside Park,MANHATTAN,,NEW YORK,NY,10026,N,,,,,,,,,,,,,,
102708,32578836,02/01/2016 11:01:41 AM,02/03/2016 11:33:23 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Park,11201,,,,,,,,BROOKLYN,,Closed,02/08/2016 11:01:41 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/03/2016 11:33:23 AM,02 BROOKLYN,BROOKLYN,,,Pierrepont Playground,BROOKLYN,,BROOKLYN,NY,11201,N,,,,,,,,,,,,,,
102711,32575838,02/01/2016 11:00:38 AM,02/01/2016 11:09:31 AM,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,10026,,,,,,,,NEW YORK,,Closed,02/06/2016 11:00:38 AM,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,02/01/2016 11:09:31 AM,09 MANHATTAN,MANHATTAN,,,Morningside Park,MANHATTAN,,NEW YORK,NY,10026,N,,,,,,,,,,,,,,
103334,32577596,02/01/2016 09:41:55 AM,02/02/2016 08:34:41 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Park,10451,,,,,,,,BRONX,,Closed,02/08/2016 09:41:55 AM,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",02/02/2016 08:34:41 AM,04 BRONX,BRONX,,,Joyce Kilmer Park,BRONX,,BRONX,NY,10451,N,,,,,,,,,,,,,,
2290,32696044,02/16/2016 05:05:26 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10009,,,,,,,,NEW YORK,,Open,03/01/2016 05:05:26 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,03 MANHATTAN,MANHATTAN,,,Mckinley Playground,MANHATTAN,,NEW YORK,NY,10009,N,,,,,,,,,,,,,,
76803,32606395,02/05/2016 02:35:16 PM,02/09/2016 03:01:18 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Park,11220,,,,,,,,BROOKLYN,,Closed,02/08/2016 02:35:16 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/09/2016 03:01:18 PM,Unspecified BROOKLYN,BROOKLYN,,,Owl's Head Park,BROOKLYN,,BROOKLYN,NY,11220,N,,,,,,,,,,,,,,
103379,32575877,02/01/2016 09:36:45 AM,02/01/2016 10:04:53 AM,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11211,,,,,,,,BROOKLYN,,Closed,02/15/2016 09:36:45 AM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/01/2016 10:04:54 AM,01 BROOKLYN,BROOKLYN,,,Mccarren Park - Vincent V Abate Playground,BROOKLYN,,BROOKLYN,NY,11211,N,,,,,,,,,,,,,,
14732,32692440,02/15/2016 09:57:07 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Recreation Center,11213,1251 PROSPECT PLACE,PROSPECT PLACE,SCHENECTADY AVENUE,TROY AVENUE,,,,BROOKLYN,,Assigned,02/29/2016 09:57:07 AM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,08 BROOKLYN,BROOKLYN,1002336.0,184653.0,Recreation Center - St. John's,BROOKLYN,,BROOKLYN,NY,11213,N,,,,,,,,,,,,40.67348810575128,-73.9347996312252,"(40.67348810575128, -73.9347996312252)"
6290,32696172,02/16/2016 10:54:59 AM,02/16/2016 12:33:03 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10021,,,,,,,,NEW YORK,,Closed,03/01/2016 10:54:59 AM,The reported condition was inspected and a summons has been issued.,02/16/2016 12:33:03 PM,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,,NEW YORK,NY,10021,,,,,,,,,,,,,,,
109761,32568981,01/30/2016 04:27:56 PM,01/30/2016 05:59:34 PM,DPR,Department of Parks and Recreation,DPR Internal,Property,Recreation Center,10033,2301 AMSTERDAM AVENUE,AMSTERDAM AVENUE,CROSS BRONX EXPWY NB ET 1 B,WEST 174 STREET,,,,NEW YORK,,Closed,02/13/2016 04:27:56 PM,The reported condition was inspected and a report has been filed.,01/30/2016 05:59:34 PM,04 MANHATTAN,MANHATTAN,1002475.0,246654.0,Recreation Center - Highbridge,MANHATTAN,,NEW YORK,NY,10033,,,,,,,,,,,,,40.843664599860354,-73.93413045986362,"(40.843664599860354, -73.93413045986362)"
96435,32586528,02/02/2016 11:25:01 AM,02/02/2016 12:04:44 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11232,,,,,,,,BROOKLYN,,Closed,02/16/2016 11:25:01 AM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/02/2016 12:04:44 PM,07 BROOKLYN,BROOKLYN,,,Sunset Park,BROOKLYN,,BROOKLYN,NY,11232,N,,,,,,,,,,,,,,
109770,32566362,01/30/2016 04:26:44 PM,02/02/2016 10:28:21 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Park,11223,,,,,,,,BROOKLYN,,Closed,02/02/2016 04:26:44 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/02/2016 10:28:21 AM,15 BROOKLYN,BROOKLYN,,,Mcdonald Playground - Brooklyn,BROOKLYN,,BROOKLYN,NY,11223,N,,,,,,,,,,,,,,
101608,32581232,02/01/2016 01:12:32 PM,02/02/2016 10:43:41 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11211,,,,,,,,BROOKLYN,,Closed,02/04/2016 01:12:32 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/02/2016 10:43:41 AM,01 BROOKLYN,BROOKLYN,,,Rodney Playground South,BROOKLYN,,BROOKLYN,NY,11211,N,,,,,,,,,,,,,,
96515,32584285,02/02/2016 11:12:24 AM,02/02/2016 12:03:39 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11232,,,,,,,,BROOKLYN,,Closed,02/16/2016 11:12:24 AM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/02/2016 12:03:39 PM,07 BROOKLYN,BROOKLYN,,,Sunset Park,BROOKLYN,,BROOKLYN,NY,11232,N,,,,,,,,,,,,,,
101635,32579784,02/01/2016 01:06:22 PM,02/02/2016 10:43:36 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Park,11211,,,,,,,,BROOKLYN,,Closed,02/08/2016 01:06:22 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/02/2016 10:43:36 AM,01 BROOKLYN,BROOKLYN,,,Rodney Playground South,BROOKLYN,,BROOKLYN,NY,11211,N,,,,,,,,,,,,,,
101656,32574862,02/01/2016 01:02:33 PM,02/02/2016 11:24:19 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Broken Glass,Park,11354,,,,,,,,FLUSHING,,Closed,02/04/2016 01:02:33 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/02/2016 11:24:19 AM,07 QUEENS,QUEENS,,,Bowne Park,QUEENS,,FLUSHING,NY,11354,N,,,,,,,,,,,,,,
96203,32588421,02/02/2016 11:59:02 AM,02/05/2016 09:51:53 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Pool,10009,408 EAST 10 STREET,EAST 10 STREET,SZOLD PLACE,AVENUE C,,,,NEW YORK,,Closed,02/09/2016 11:59:02 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/05/2016 09:51:53 AM,03 MANHATTAN,MANHATTAN,990633.0,203645.0,Pool - Dry Dock,MANHATTAN,,NEW YORK,NY,10009,N,,,,,,,,,,,,40.72563288077933,-73.97697116223884,"(40.72563288077933, -73.97697116223884)"
76306,32609052,02/05/2016 04:04:35 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10002,,,,,,,,NEW YORK,,Assigned,02/19/2016 04:04:35 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,03 MANHATTAN,MANHATTAN,,,East River Park,MANHATTAN,,NEW YORK,NY,10002,N,,,,,,,,,,,,,,
90111,32592239,02/03/2016 12:10:48 PM,,DPR,Department of Parks and Recreation,Animal in a Park,Animal Waste,Park,10039,,,,,,,,NEW YORK,,Assigned,02/17/2016 12:10:48 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,10 MANHATTAN,MANHATTAN,,,Jackie Robinson Park - Playground One Fifty Two Clii,MANHATTAN,,NEW YORK,NY,10039,N,,,,,,,,,,,,,,
15022,32687568,02/15/2016 09:27:53 AM,02/15/2016 09:52:35 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11365,,,,,,,,FRESH MEADOWS,,Closed,02/29/2016 09:27:53 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/15/2016 09:52:35 AM,07 QUEENS,QUEENS,,,Kissena Park,QUEENS,,FRESH MEADOWS,NY,11365,,,,,,,,,,,,,,,
6602,32704890,02/16/2016 10:22:02 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Park,10034,,,,,,,,NEW YORK,,Open,02/23/2016 10:22:02 AM,The Department of Parks and Recreation usually requires 7 days to respond to this type of complaint. Please note your Service Request number for future reference.,,12 MANHATTAN,MANHATTAN,,,Isham Park,MANHATTAN,,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
102103,32577715,02/01/2016 12:11:34 PM,02/01/2016 12:43:54 PM,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11216,,,,,,,,BROOKLYN,,Closed,02/15/2016 12:11:34 PM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/01/2016 12:43:54 PM,03 BROOKLYN,BROOKLYN,,,Herbert Von King Park,BROOKLYN,,BROOKLYN,NY,11216,N,,,,,,,,,,,,,,
102111,32575627,02/01/2016 12:10:34 PM,02/01/2016 12:17:03 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,11219,,,,,,,,BROOKLYN,,Closed,02/15/2016 12:10:34 PM,The injured person has been transported to a hospital.,02/01/2016 12:17:03 PM,10 BROOKLYN,BROOKLYN,,,Leif Ericson Park,BROOKLYN,,BROOKLYN,NY,11219,,,,,,,,,,,,,,,
69329,32621215,02/07/2016 11:10:06 AM,02/07/2016 11:41:33 AM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,11377,,,,,,,,WOODSIDE,,Closed,02/21/2016 11:10:06 AM,The injured person has been transported to a hospital.,02/07/2016 11:41:33 AM,07 QUEENS,QUEENS,,,Hart Playground,QUEENS,,WOODSIDE,NY,11377,,,,,,,,,,,,,,,
53834,32645526,02/10/2016 07:39:52 AM,02/10/2016 10:55:57 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10469,,,,,,,,BRONX,,Closed,02/24/2016 07:39:52 AM,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",02/10/2016 10:55:57 AM,12 BRONX,BRONX,,,Haffen Park,BRONX,,BRONX,NY,10469,N,,,,,,,,,,,,,,
26065,32671400,02/13/2016 11:47:27 PM,02/16/2016 04:42:36 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Park,11375,,,,,,,,FOREST HILLS,,Closed,02/16/2016 11:47:27 PM,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",02/16/2016 04:42:36 PM,Unspecified QUEENS,QUEENS,,,Flushing Meadows and Corona Park - Playground For All Children,QUEENS,,FOREST HILLS,NY,11375,N,,,,,,,,,,,,,,
49929,32640899,02/10/2016 04:11:53 PM,02/10/2016 04:32:18 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,10037,,,,,,,,NEW YORK,,Closed,02/24/2016 04:11:53 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/10/2016 04:32:18 PM,10 MANHATTAN,MANHATTAN,,,Courtney Callender Playground,MANHATTAN,,NEW YORK,NY,10037,,,,,,,,,,,,,,,
63637,32630976,02/08/2016 01:31:35 PM,02/09/2016 11:01:12 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10022,,,,,,,,NEW YORK,,Closed,02/22/2016 01:31:35 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/09/2016 11:01:13 AM,08 MANHATTAN,MANHATTAN,,,Queensboro Oval,MANHATTAN,,NEW YORK,NY,10022,N,,,,,,,,,,,,,,
